,Transaction_ID,Transaction_Date,Product_ID,Store_ID,Quantity,Unit_Price,Product_Name,Category,Store_Name,Country,Total Sale,Transaction,Year,Month,Day
57,58,2023-11-13,1005,7,17,76.17,Product_1005,Groceries,Store_7,Canada,1294.89,2023-11-13,2023,11,13
58,59,2023-07-05,1005,9,7,18.86,Product_1005,Groceries,Store_9,UK,132.01999999999998,2023-07-05,2023,7,5
59,60,2023-10-23,1009,4,1,14.77,Product_1009,Clothing,Store_4,Canada,14.77,2023-10-23,2023,10,23
60,61,2023-04-09,1003,4,13,59.24,Product_1003,Groceries,Store_4,Canada,770.12,2023-04-09,2023,4,9
61,62,2023-12-27,1005,6,19,6.74,Product_1005,Groceries,Store_6,USA,128.06,2023-12-27,2023,12,27
62,63,2023-02-05,1001,3,19,50.82,Product_1001,Electronics,Store_3,USA,965.58,2023-02-05,2023,2,5
63,64,2023-01-24,1009,6,17,24.98,Product_1009,Clothing,Store_6,USA,424.66,2023-01-24,2023,1,24
64,65,2023-12-05,1001,7,13,37.87,Product_1001,Electronics,Store_7,Canada,492.30999999999995,2023-12-05,2023,12,5
65,66,2023-04-27,1009,10,16,78.7,Product_1009,Clothing,Store_10,Canada,1259.2,2023-04-27,2023,4,27
66,67,2023-05-29,1003,10,8,94.42,Product_1003,Groceries,Store_10,Canada,755.36,2023-05-29,2023,5,29
67,68,2023-02-10,1007,3,19,11.88,Product_1007,Electronics,Store_3,USA,225.72000000000003,2023-02-10,2023,2,10
68,69,2023-04-30,1006,7,18,55.75,Product_1006,Electronics,Store_7,Canada,1003.5,2023-04-30,2023,4,30
69,70,2023-02-21,1008,3,1,88.84,Product_1008,Clothing,Store_3,USA,88.84,2023-02-21,2023,2,21
70,71,2023-07-14,1007,2,14,12.84,Product_1007,Electronics,Store_2,Canada,179.76,2023-07-14,2023,7,14
71,72,2023-05-23,1004,10,19,83.33,Product_1004,Electronics,Store_10,Canada,1583.27,2023-05-23,2023,5,23
72,73,2023-08-21,1001,4,15,38.99,Product_1001,Electronics,Store_4,Canada,584.85,2023-08-21,2023,8,21
73,74,2023-11-22,1004,8,18,35.6,Product_1004,Electronics,Store_8,USA,640.8000000000001,2023-11-22,2023,11,22
74,75,2023-07-06,1007,9,2,97.86,Product_1007,Electronics,Store_9,UK,195.72,2023-07-06,2023,7,6
75,76,2023-03-25,1009,7,17,24.08,Product_1009,Clothing,Store_7,Canada,409.35999999999996,2023-03-25,2023,3,25
76,77,2023-07-09,1008,1,18,70.85,Product_1008,Clothing,Store_1,Canada,1275.3,2023-07-09,2023,7,9
77,78,2023-07-01,1008,3,6,83.04,Product_1008,Clothing,Store_3,USA,498.24,2023-07-01,2023,7,1
78,79,2023-04-18,1000,9,19,8.91,Product_1000,Groceries,Store_9,UK,169.29,2023-04-18,2023,4,18
79,80,2023-12-10,1008,1,4,68.69,Product_1008,Clothing,Store_1,Canada,274.76,2023-12-10,2023,12,10
80,81,2023-05-17,1006,9,1,95.4,Product_1006,Electronics,Store_9,UK,95.4,2023-05-17,2023,5,17
81,82,2023-12-26,1008,8,8,16.8,Product_1008,Clothing,Store_8,USA,134.4,2023-12-26,2023,12,26
82,83,2023-12-16,1007,1,7,90.14,Product_1007,Electronics,Store_1,Canada,630.98,2023-12-16,2023,12,16
83,84,2023-11-28,1000,6,3,61.5,Product_1000,Groceries,Store_6,USA,184.5,2023-11-28,2023,11,28
84,85,2023-02-06,1007,5,10,63.58,Product_1007,Electronics,Store_5,USA,635.8,2023-02-06,2023,2,6
85,86,2023-11-08,1007,6,10,63.23,Product_1007,Electronics,Store_6,USA,632.3,2023-11-08,2023,11,8
86,87,2023-11-22,1002,10,19,33.39,Product_1002,Groceries,Store_10,Canada,634.41,2023-11-22,2023,11,22
87,88,2023-03-29,1000,5,14,93.84,Product_1000,Groceries,Store_5,USA,1313.76,2023-03-29,2023,3,29
88,89,2023-10-01,1007,6,2,95.0,Product_1007,Electronics,Store_6,USA,190.0,2023-10-01,2023,10,1
89,90,2023-05-06,1002,5,1,64.4,Product_1002,Groceries,Store_5,USA,64.4,2023-05-06,2023,5,6
90,91,2023-03-25,1002,5,18,79.43,Product_1002,Groceries,Store_5,USA,1429.7400000000002,2023-03-25,2023,3,25
91,92,2023-08-25,1000,4,7,63.16,Product_1000,Groceries,Store_4,Canada,442.12,2023-08-25,2023,8,25
92,93,2023-07-14,1004,3,8,51.02,Product_1004,Electronics,Store_3,USA,408.16,2023-07-14,2023,7,14
93,94,2023-05-19,1009,3,1,67.78,Product_1009,Clothing,Store_3,USA,67.78,2023-05-19,2023,5,19
94,95,2023-11-24,1006,4,3,57.54,Product_1006,Electronics,Store_4,Canada,172.62,2023-11-24,2023,11,24
95,96,2023-12-19,1009,9,8,61.76,Product_1009,Clothing,Store_9,UK,494.08,2023-12-19,2023,12,19
96,97,2023-10-13,1008,2,15,79.46,Product_1008,Clothing,Store_2,Canada,1191.8999999999999,2023-10-13,2023,10,13
97,98,2023-04-23,1006,9,5,50.69,Product_1006,Electronics,Store_9,UK,253.45,2023-04-23,2023,4,23
98,99,2023-12-17,1008,1,3,8.87,Product_1008,Clothing,Store_1,Canada,26.61,2023-12-17,2023,12,17
99,100,2023-06-16,1007,1,19,20.58,Product_1007,Electronics,Store_1,Canada,391.02,2023-06-16,2023,6,16
100,101,2023-01-29,1001,5,1,46.67,Product_1001,Electronics,Store_5,USA,46.67,2023-01-29,2023,1,29
101,102,2023-04-28,1000,6,15,73.86,Product_1000,Groceries,Store_6,USA,1107.9,2023-04-28,2023,4,28
102,103,2023-01-17,1006,6,8,61.36,Product_1006,Electronics,Store_6,USA,490.88,2023-01-17,2023,1,17
103,104,2023-06-11,1006,3,2,66.78,Product_1006,Electronics,Store_3,USA,133.56,2023-06-11,2023,6,11
104,105,2023-07-25,1007,7,3,50.53,Product_1007,Electronics,Store_7,Canada,151.59,2023-07-25,2023,7,25
105,106,2023-05-18,1004,9,14,63.5,Product_1004,Electronics,Store_9,UK,889.0,2023-05-18,2023,5,18
106,107,2023-02-03,1002,10,14,36.26,Product_1002,Groceries,Store_10,Canada,507.64,2023-02-03,2023,2,3
107,108,2023-04-19,1007,8,11,49.67,Product_1007,Electronics,Store_8,USA,546.37,2023-04-19,2023,4,19
108,109,2023-10-18,1005,6,16,75.71,Product_1005,Groceries,Store_6,USA,1211.36,2023-10-18,2023,10,18
109,110,2023-06-11,1002,8,4,87.82,Product_1002,Groceries,Store_8,USA,351.28,2023-06-11,2023,6,11
110,111,2023-04-19,1000,5,5,46.2,Product_1000,Groceries,Store_5,USA,231.0,2023-04-19,2023,4,19
111,112,2023-12-02,1002,8,14,9.15,Product_1002,Groceries,Store_8,USA,128.1,2023-12-02,2023,12,2
112,113,2023-09-13,1004,10,16,20.36,Product_1004,Electronics,Store_10,Canada,325.76,2023-09-13,2023,9,13
113,114,2023-07-22,1002,4,18,6.98,Product_1002,Groceries,Store_4,Canada,125.64000000000001,2023-07-22,2023,7,22
114,115,2023-11-26,1000,10,7,67.06,Product_1000,Groceries,Store_10,Canada,469.42,2023-11-26,2023,11,26
115,116,2023-08-23,1004,8,10,36.57,Product_1004,Electronics,Store_8,USA,365.7,2023-08-23,2023,8,23
116,117,2023-03-15,1009,10,7,56.54,Product_1009,Clothing,Store_10,Canada,395.78,2023-03-15,2023,3,15
117,118,2023-05-16,1006,2,1,51.86,Product_1006,Electronics,Store_2,Canada,51.86,2023-05-16,2023,5,16
118,119,2023-03-13,1006,5,19,12.75,Product_1006,Electronics,Store_5,USA,242.25,2023-03-13,2023,3,13
119,120,2023-05-07,1008,9,16,43.31,Product_1008,Clothing,Store_9,UK,692.96,2023-05-07,2023,5,7
120,121,2023-10-15,1009,4,19,25.95,Product_1009,Clothing,Store_4,Canada,493.05,2023-10-15,2023,10,15
121,122,2023-10-03,1009,6,4,44.75,Product_1009,Clothing,Store_6,USA,179.0,2023-10-03,2023,10,3
122,123,2023-05-15,1002,1,18,24.34,Product_1002,Groceries,Store_1,Canada,438.12,2023-05-15,2023,5,15
123,124,2023-10-27,1006,9,2,84.84,Product_1006,Electronics,Store_9,UK,169.68,2023-10-27,2023,10,27
124,125,2023-08-08,1000,1,1,21.55,Product_1000,Groceries,Store_1,Canada,21.55,2023-08-08,2023,8,8
125,126,2023-10-26,1003,5,15,96.27,Product_1003,Groceries,Store_5,USA,1444.05,2023-10-26,2023,10,26
126,127,2023-07-24,1003,4,5,44.51,Product_1003,Groceries,Store_4,Canada,222.54999999999998,2023-07-24,2023,7,24
127,128,2023-07-05,1004,3,11,85.39,Product_1004,Electronics,Store_3,USA,939.29,2023-07-05,2023,7,5
128,129,2023-04-23,1006,6,10,64.73,Product_1006,Electronics,Store_6,USA,647.3000000000001,2023-04-23,2023,4,23
129,130,2023-03-12,1006,2,2,74.86,Product_1006,Electronics,Store_2,Canada,149.72,2023-03-12,2023,3,12
130,131,2023-09-18,1003,3,3,77.93,Product_1003,Groceries,Store_3,USA,233.79000000000002,2023-09-18,2023,9,18
131,132,2023-09-10,1006,5,12,52.96,Product_1006,Electronics,Store_5,USA,635.52,2023-09-10,2023,9,10
132,133,2023-02-16,1002,9,5,56.61,Product_1002,Groceries,Store_9,UK,283.05,2023-02-16,2023,2,16
133,134,2023-01-25,1005,2,5,53.83,Product_1005,Groceries,Store_2,Canada,269.15,2023-01-25,2023,1,25
134,135,2023-02-26,1001,10,6,60.87,Product_1001,Electronics,Store_10,Canada,365.21999999999997,2023-02-26,2023,2,26
135,136,2023-03-20,1009,8,9,7.79,Product_1009,Clothing,Store_8,USA,70.11,2023-03-20,2023,3,20
136,137,2023-11-18,1008,2,2,42.57,Product_1008,Clothing,Store_2,Canada,85.14,2023-11-18,2023,11,18
137,138,2023-03-23,1004,5,12,62.59,Product_1004,Electronics,Store_5,USA,751.08,2023-03-23,2023,3,23
138,139,2023-12-15,1005,7,3,61.78,Product_1005,Groceries,Store_7,Canada,185.34,2023-12-15,2023,12,15
139,140,2023-08-05,1003,8,12,80.33,Product_1003,Groceries,Store_8,USA,963.96,2023-08-05,2023,8,5
140,141,2023-11-02,1009,1,17,67.23,Product_1009,Clothing,Store_1,Canada,1142.91,2023-11-02,2023,11,2
141,142,2023-02-02,1006,6,10,99.25,Product_1006,Electronics,Store_6,USA,992.5,2023-02-02,2023,2,2
142,143,2023-07-17,1008,1,14,31.97,Product_1008,Clothing,Store_1,Canada,447.58,2023-07-17,2023,7,17
143,144,2023-07-15,1006,2,17,39.12,Product_1006,Electronics,Store_2,Canada,665.04,2023-07-15,2023,7,15
144,145,2023-11-02,1000,1,18,41.47,Product_1000,Groceries,Store_1,Canada,746.46,2023-11-02,2023,11,2
145,146,2023-08-28,1000,5,19,49.25,Product_1000,Groceries,Store_5,USA,935.75,2023-08-28,2023,8,28
146,147,2023-09-28,1008,10,17,84.42,Product_1008,Clothing,Store_10,Canada,1435.14,2023-09-28,2023,9,28
147,148,2023-05-09,1008,9,14,27.4,Product_1008,Clothing,Store_9,UK,383.59999999999997,2023-05-09,2023,5,9
148,149,2023-10-11,1003,6,9,78.72,Product_1003,Groceries,Store_6,USA,708.48,2023-10-11,2023,10,11
149,150,2023-01-06,1008,1,8,43.5,Product_1008,Clothing,Store_1,Canada,348.0,2023-01-06,2023,1,6
150,151,2023-12-15,1002,1,2,62.18,Product_1002,Groceries,Store_1,Canada,124.36,2023-12-15,2023,12,15
151,152,2023-02-28,1006,2,13,65.09,Product_1006,Electronics,Store_2,Canada,846.1700000000001,2023-02-28,2023,2,28
152,153,2023-12-16,1005,9,7,40.42,Product_1005,Groceries,Store_9,UK,282.94,2023-12-16,2023,12,16
153,154,2023-10-02,1007,3,9,53.7,Product_1007,Electronics,Store_3,USA,483.3,2023-10-02,2023,10,2
154,155,2023-05-17,1008,1,11,44.24,Product_1008,Clothing,Store_1,Canada,486.64000000000004,2023-05-17,2023,5,17
155,156,2023-11-25,1004,5,14,11.57,Product_1004,Electronics,Store_5,USA,161.98000000000002,2023-11-25,2023,11,25
156,157,2023-06-24,1000,7,4,46.53,Product_1000,Groceries,Store_7,Canada,186.12,2023-06-24,2023,6,24
157,158,2023-02-27,1002,6,13,14.25,Product_1002,Groceries,Store_6,USA,185.25,2023-02-27,2023,2,27
158,159,2023-05-31,1009,1,2,43.48,Product_1009,Clothing,Store_1,Canada,86.96,2023-05-31,2023,5,31
159,160,2023-08-11,1007,5,5,61.33,Product_1007,Electronics,Store_5,USA,306.65,2023-08-11,2023,8,11
160,161,2023-03-22,1005,5,11,60.04,Product_1005,Groceries,Store_5,USA,660.4399999999999,2023-03-22,2023,3,22
161,162,2023-08-21,1007,6,6,67.95,Product_1007,Electronics,Store_6,USA,407.70000000000005,2023-08-21,2023,8,21
162,163,2023-01-02,1008,3,18,14.05,Product_1008,Clothing,Store_3,USA,252.9,2023-01-02,2023,1,2
163,164,2023-05-15,1003,5,10,66.95,Product_1003,Groceries,Store_5,USA,669.5,2023-05-15,2023,5,15
164,165,2023-09-14,1000,7,4,34.65,Product_1000,Groceries,Store_7,Canada,138.6,2023-09-14,2023,9,14
165,166,2023-04-02,1000,5,9,42.91,Product_1000,Groceries,Store_5,USA,386.18999999999994,2023-04-02,2023,4,2
166,167,2023-09-17,1009,5,6,86.51,Product_1009,Clothing,Store_5,USA,519.0600000000001,2023-09-17,2023,9,17
167,168,2023-02-24,1003,5,2,5.86,Product_1003,Groceries,Store_5,USA,11.72,2023-02-24,2023,2,24
168,169,2023-11-17,1006,10,17,60.9,Product_1006,Electronics,Store_10,Canada,1035.3,2023-11-17,2023,11,17
169,170,2023-06-02,1001,10,5,61.88,Product_1001,Electronics,Store_10,Canada,309.40000000000003,2023-06-02,2023,6,2
170,171,2023-11-24,1002,3,6,42.68,Product_1002,Groceries,Store_3,USA,256.08,2023-11-24,2023,11,24
171,172,2023-09-17,1000,1,12,27.52,Product_1000,Groceries,Store_1,Canada,330.24,2023-09-17,2023,9,17
172,173,2023-11-08,1004,5,10,27.29,Product_1004,Electronics,Store_5,USA,272.9,2023-11-08,2023,11,8
173,174,2023-04-12,1000,9,6,88.95,Product_1000,Groceries,Store_9,UK,533.7,2023-04-12,2023,4,12
174,175,2023-03-20,1007,1,8,46.99,Product_1007,Electronics,Store_1,Canada,375.92,2023-03-20,2023,3,20
175,176,2023-07-11,1000,3,2,36.43,Product_1000,Groceries,Store_3,USA,72.86,2023-07-11,2023,7,11
176,177,2023-03-24,1000,4,12,47.63,Product_1000,Groceries,Store_4,Canada,571.5600000000001,2023-03-24,2023,3,24
177,178,2023-10-04,1001,1,13,68.59,Product_1001,Electronics,Store_1,Canada,891.6700000000001,2023-10-04,2023,10,4
178,179,2023-09-29,1001,1,7,18.85,Product_1001,Electronics,Store_1,Canada,131.95000000000002,2023-09-29,2023,9,29
179,180,2023-01-01,1005,8,10,47.7,Product_1005,Groceries,Store_8,USA,477.0,2023-01-01,2023,1,1
180,181,2023-11-03,1006,2,13,60.85,Product_1006,Electronics,Store_2,Canada,791.0500000000001,2023-11-03,2023,11,3
181,182,2023-06-15,1004,8,17,95.12,Product_1004,Electronics,Store_8,USA,1617.04,2023-06-15,2023,6,15
182,183,2023-09-08,1000,7,14,28.99,Product_1000,Groceries,Store_7,Canada,405.85999999999996,2023-09-08,2023,9,8
183,184,2023-01-10,1000,10,2,39.13,Product_1000,Groceries,Store_10,Canada,78.26,2023-01-10,2023,1,10
184,185,2023-02-27,1002,10,11,41.04,Product_1002,Groceries,Store_10,Canada,451.44,2023-02-27,2023,2,27
185,186,2023-07-05,1001,2,1,62.53,Product_1001,Electronics,Store_2,Canada,62.53,2023-07-05,2023,7,5
186,187,2023-06-07,1004,6,19,38.89,Product_1004,Electronics,Store_6,USA,738.91,2023-06-07,2023,6,7
187,188,2023-05-03,1009,6,4,55.68,Product_1009,Clothing,Store_6,USA,222.72,2023-05-03,2023,5,3
188,189,2023-01-30,1005,3,19,79.27,Product_1005,Groceries,Store_3,USA,1506.1299999999999,2023-01-30,2023,1,30
189,190,2023-05-04,1006,2,11,72.01,Product_1006,Electronics,Store_2,Canada,792.11,2023-05-04,2023,5,4
190,191,2023-10-18,1003,1,8,47.41,Product_1003,Groceries,Store_1,Canada,379.28,2023-10-18,2023,10,18
191,192,2023-02-10,1006,6,11,87.1,Product_1006,Electronics,Store_6,USA,958.0999999999999,2023-02-10,2023,2,10
192,193,2023-02-13,1007,5,4,58.02,Product_1007,Electronics,Store_5,USA,232.08,2023-02-13,2023,2,13
193,194,2023-09-06,1000,9,17,56.29,Product_1000,Groceries,Store_9,UK,956.93,2023-09-06,2023,9,6
194,195,2023-02-05,1005,1,7,8.25,Product_1005,Groceries,Store_1,Canada,57.75,2023-02-05,2023,2,5
195,196,2023-09-30,1007,7,8,98.74,Product_1007,Electronics,Store_7,Canada,789.92,2023-09-30,2023,9,30
196,197,2023-03-06,1004,5,3,16.68,Product_1004,Electronics,Store_5,USA,50.04,2023-03-06,2023,3,6
197,198,2023-03-07,1003,5,2,26.96,Product_1003,Groceries,Store_5,USA,53.92,2023-03-07,2023,3,7
198,199,2023-12-04,1001,2,15,9.91,Product_1001,Electronics,Store_2,Canada,148.65,2023-12-04,2023,12,4
199,200,2023-09-01,1005,3,5,65.8,Product_1005,Groceries,Store_3,USA,329.0,2023-09-01,2023,9,1
200,201,2023-10-09,1005,7,1,26.35,Product_1005,Groceries,Store_7,Canada,26.35,2023-10-09,2023,10,9
201,202,2023-03-26,1000,6,4,22.1,Product_1000,Groceries,Store_6,USA,88.4,2023-03-26,2023,3,26
202,203,2023-05-16,1008,2,15,13.41,Product_1008,Clothing,Store_2,Canada,201.15,2023-05-16,2023,5,16
203,204,2023-09-28,1005,6,19,14.81,Product_1005,Groceries,Store_6,USA,281.39,2023-09-28,2023,9,28
204,205,2023-11-07,1002,2,3,60.54,Product_1002,Groceries,Store_2,Canada,181.62,2023-11-07,2023,11,7
205,206,2023-08-05,1003,2,11,70.38,Product_1003,Groceries,Store_2,Canada,774.18,2023-08-05,2023,8,5
206,207,2023-04-19,1003,2,17,42.75,Product_1003,Groceries,Store_2,Canada,726.75,2023-04-19,2023,4,19
207,208,2023-10-04,1002,3,13,50.59,Product_1002,Groceries,Store_3,USA,657.6700000000001,2023-10-04,2023,10,4
208,209,2023-12-20,1009,2,11,70.17,Product_1009,Clothing,Store_2,Canada,771.87,2023-12-20,2023,12,20
209,210,2023-04-13,1002,4,2,6.65,Product_1002,Groceries,Store_4,Canada,13.3,2023-04-13,2023,4,13
210,211,2024-01-01,1002,9,9,35.7,Product_1002,Groceries,Store_9,UK,321.3,2024-01-01,2024,1,1
211,212,2023-06-09,1003,6,2,97.44,Product_1003,Groceries,Store_6,USA,194.88,2023-06-09,2023,6,9
212,213,2023-07-24,1006,1,9,60.11,Product_1006,Electronics,Store_1,Canada,540.99,2023-07-24,2023,7,24
213,214,2023-12-10,1003,8,9,29.15,Product_1003,Groceries,Store_8,USA,262.34999999999997,2023-12-10,2023,12,10
214,215,2023-11-29,1008,7,8,54.56,Product_1008,Clothing,Store_7,Canada,436.48,2023-11-29,2023,11,29
215,216,2023-07-11,1000,10,17,37.55,Product_1000,Groceries,Store_10,Canada,638.3499999999999,2023-07-11,2023,7,11
216,217,2023-08-13,1007,3,1,55.56,Product_1007,Electronics,Store_3,USA,55.56,2023-08-13,2023,8,13
217,218,2023-09-22,1006,1,11,16.95,Product_1006,Electronics,Store_1,Canada,186.45,2023-09-22,2023,9,22
218,219,2023-08-20,1001,5,8,17.61,Product_1001,Electronics,Store_5,USA,140.88,2023-08-20,2023,8,20
219,220,2023-03-03,1007,4,10,18.64,Product_1007,Electronics,Store_4,Canada,186.4,2023-03-03,2023,3,3
220,221,2023-05-07,1000,10,7,94.28,Product_1000,Groceries,Store_10,Canada,659.96,2023-05-07,2023,5,7
221,222,2023-04-26,1008,8,3,74.63,Product_1008,Clothing,Store_8,USA,223.89,2023-04-26,2023,4,26
222,223,2023-02-02,1008,1,3,20.43,Product_1008,Clothing,Store_1,Canada,61.29,2023-02-02,2023,2,2
223,224,2023-06-23,1001,10,18,22.89,Product_1001,Electronics,Store_10,Canada,412.02,2023-06-23,2023,6,23
224,225,2023-01-11,1006,1,5,74.43,Product_1006,Electronics,Store_1,Canada,372.15000000000003,2023-01-11,2023,1,11
225,226,2023-10-29,1009,4,12,19.84,Product_1009,Clothing,Store_4,Canada,238.07999999999998,2023-10-29,2023,10,29
226,227,2023-10-11,1002,8,12,27.28,Product_1002,Groceries,Store_8,USA,327.36,2023-10-11,2023,10,11
227,228,2023-04-28,1006,5,19,96.52,Product_1006,Electronics,Store_5,USA,1833.8799999999999,2023-04-28,2023,4,28
228,229,2023-10-29,1009,2,6,29.25,Product_1009,Clothing,Store_2,Canada,175.5,2023-10-29,2023,10,29
